Timestamp(ms E-10)	gyro_X	gyro_Y	gyro_Z	
4185934	0.00937474	0.00471556	-0.0099771
4185944	0.00931621	0.000499368	-0.00880575
4185954	0.0104516	-0.00482798	-0.00966668
4185964	0.0114609	-0.00798142	-0.00845861
4185974	0.0124073	-0.010048	-0.00621605
4185984	0.011217	-0.0131791	-0.00407422
4185994	0.00914407	-0.0163916	-0.00518215
4186004	0.0081383	-0.0174806	-0.00628066
4186014	0.0081383	-0.0174806	-0.00628066
4186024	0.00920963	-0.0206605	-0.00613463
4186034	0.00939941	-0.0249821	-0.00921082
4186044	0.00839627	-0.029253	-0.0102273
4186054	0.0094676	-0.0324329	-0.0100812
4186064	0.0118562	-0.0357161	-0.0141188
4186074	0.0109754	-0.0379186	-0.0173137
4186084	0.0111634	-0.0401188	-0.0204448
4186094	0.0123581	-0.0422908	-0.0224499
4186104	0.0112289	-0.0443877	-0.0213972
4186114	0.0100378	-0.0464585	-0.0192828
4186124	0.0111102	-0.0506988	-0.0191092
4186134	0.0121816	-0.0538787	-0.0189631
4186144	0.00998449	-0.0570384	-0.0179472
4186154	0.00671792	-0.0591395	-0.0170226
4186164	0.00665772	-0.0612344	-0.015906
4186174	0.00879693	-0.0633514	-0.0157232
4186184	0.0118818	-0.0664744	-0.0133251
4186194	0.0126419	-0.0684618	-0.00789666
4186204	0.0113276	-0.0715404	-0.00363088
4186214	0.0110198	-0.0745904	0.00176072
4186224	0.0116566	-0.0775857	0.00934029
4186234	0.0144293	-0.0784556	0.0169933
4186244	0.0129251	-0.0772123	0.0243353
4186254	0.0112996	-0.0790986	0.0338833
4186264	0.010803	-0.0788876	0.0423787
4186274	0.0134497	-0.0775836	0.0521007
4186284	0.0183635	-0.0826918	0.0599912
4186294	0.0214502	-0.0879359	0.062444
4186304	0.0215726	-0.0858674	0.0602654
4186314	0.0165329	-0.0785851	0.054444
4186324	0.0135057	-0.0701854	0.0508472
4186334	0.0116103	-0.0628705	0.0462799
4186344	0.0107844	-0.0566143	0.041804
4186354	0.0122204	-0.0504066	0.0353323
4186364	0.0147233	-0.0420756	0.0288697
4186374	0.0118815	-0.0326943	0.0220599
4186384	0.00897765	-0.0232866	0.016312
4186394	0.0114822	-0.0170768	0.00990438
4186404	0.0126708	-0.0118245	0.0077076
4186414	0.013799	-0.00866687	0.00662756
4186424	0.0139178	-0.00235569	0.00433958
4186434	0.0129058	0.00397956	0.00304937
4186444	0.0107018	0.009305	0.00384641
4186454	0.0105751	0.0125396	0.00588822
4186464	0.0115782	0.0168105	0.0069046
4186474	0.0146577	0.0200515	0.00913858
4186484	0.0167323	0.0211426	0.0103012
4186494	0.0145302	0.0243466	0.0111529
4186504	0.0135189	0.0296215	0.0098902
4186514	0.0124458	0.0349225	0.00968933
4186524	0.0123173	0.0402783	0.0116763
4186534	0.0121275	0.0446	0.0147526
4186544	0.0109948	0.0467455	0.0156957
4186554	0.00879347	0.0488892	0.0165749
4186564	0.00546026	0.0521175	0.0184245
4186574	0.00237644	0.0541799	0.0160538
4186584	0.00155592	0.0540724	0.0117421
4186594	0.00406408	0.0560395	0.00544381
4186604	0.00324106	0.059114	0.00105011
4186614	-0.00293398	0.0717237	-0.00391018
4186624	-0.00375092	0.0673736	-0.00811243
4186634	0.0112891	0.0493454	-0.00781262
4186644	0.0155652	0.048293	-0.00752926
4186654	0.00701213	0.0514584	-0.00812352
4186664	0.00475216	0.0493858	-0.006073
4186674	0.00890493	0.0473254	-0.00363839
4186684	0.00777495	0.0462891	-0.00261319
4186694	0.00582278	0.0472665	-0.00595427
4186704	0.00600636	0.0503693	-0.00922215
4186714	0.00726032	0.051353	-0.0123712
4186724	0.00870168	0.0511968	-0.0186788
4186734	0.00605226	0.0530746	-0.0284829
4186744	0.00157464	0.0558772	-0.0437521
4186754	-0.00177383	0.0607766	-0.0600737
4186764	-0.00234854	0.0637454	-0.0687155
4186774	-0.00448525	0.0626807	-0.0688161
4186784	-0.0036	0.0595798	-0.0654843
4186794	-0.003968	0.0544349	-0.0589758
4186804	-0.0065366	0.050373	-0.0515609
4186814	-0.00986445	0.0472376	-0.0495471
4186824	-0.0140163	0.0482373	-0.0519544
4186834	-0.0139525	0.0460895	-0.0529616
4186844	-0.0128189	0.0428834	-0.0538774
4186854	-0.0128163	0.0397015	-0.0537953
4186864	-0.0150763	0.0376289	-0.0517448
4186874	-0.0164536	0.0356373	-0.0464444
4186884	-0.017769	0.0336195	-0.0422062
4186894	-0.0181388	0.0305958	-0.0357525
4186904	-0.0172517	0.0253738	-0.0323658
4186914	-0.0151727	0.0211618	-0.0310663
4186924	-0.0131576	0.0190973	-0.0287597
4186934	-0.0142884	0.0191216	-0.0277618
4186944	-0.0218319	0.0191336	-0.0271481
4186954	-0.0240918	0.0170609	-0.0250976
4186964	-0.0188075	0.0139157	-0.0236335
4186974	-0.0155346	0.00859237	-0.0243665
4186984	-0.0154698	0.00538421	-0.0253463
4186994	-0.016662	0.00437403	-0.023259
4187004	-0.0177909	0.00227714	-0.0222064
4187014	-0.0179117	-0.00191271	-0.0199732
4187024	-0.0158317	-0.00718522	-0.0186464
4187034	-0.0125616	-0.00932693	-0.0194615
4187044	-0.0135709	-0.00617337	-0.0206696
4187054	-0.0135717	-0.00511277	-0.0206969
4187064	-0.0115566	-0.007177	-0.0183902
4187074	-0.00847173	-0.0103	-0.0159922
4187084	-0.00519979	-0.0145628	-0.0167526
4187094	-0.00519621	-0.0188054	-0.0166432
4187104	-0.00425088	-0.0198112	-0.0144278
4187114	-0.00104451	-0.019805	-0.0142357
4187124	0.00109661	-0.0240434	-0.0139983
4187134	3.12328e-05	-0.028288	-0.0139529
4187144	-0.00317502	-0.0282942	-0.0141449
4187154	-0.00204241	-0.0304397	-0.015088
4187164	3.38554e-05	-0.0314698	-0.0138707
4187174	-0.00216472	-0.0325084	-0.0129093
4187184	-0.00323164	-0.0346316	-0.0129186
4187194	-2.2769e-05	-0.0378073	-0.0126444
4187204	0.00324821	-0.0410093	-0.0134323
4187214	0.00337422	-0.0431833	-0.0155014
4187224	0.0035001	-0.0453573	-0.0175704
4187234	0.00450957	-0.0485108	-0.0163624
4187244	0.00545669	-0.051638	-0.0140924
4187254	0.00778222	-0.0538342	-0.0170954
4187264	0.00885189	-0.0548928	-0.017004
4187274	0.0118747	-0.0579894	-0.0135441
4187284	0.0137675	-0.0621223	-0.00905871
4187294	0.0167919	-0.0673403	-0.00554419
4187304	0.0187477	-0.0725601	-0.00209343
4187314	0.0208277	-0.0778328	-0.000766635
4187324	0.0208915	-0.0799805	-0.00177383
4187334	0.0190022	-0.08009	-0.00614953
4187344	0.0172992	-0.0802788	-0.0137112
4187354	0.0164185	-0.0824811	-0.0169063
4187364	0.0141568	-0.0824325	-0.0149105
4187373	0.0129007	-0.0812949	-0.011816
4187383	0.011645	-0.0801572	-0.00872159
4187393	0.011583	-0.0801308	-0.00765967
4187403	0.0115199	-0.0790439	-0.00662506
4187413	0.0124637	-0.0779284	-0.00446463
4187423	0.0133444	-0.075726	-0.00126958
4187433	0.0141641	-0.0745579	0.00301468
4187443	0.00932491	-0.0679649	0.0121518
4187453	-0.00438535	-0.0485293	0.0257577
4187463	-0.0166534	-0.0303102	0.0330834
4187473	-0.0101149	-0.0324719	0.0313985
4187483	0.00397694	-0.0463125	0.0294009
4187493	0.0103354	-0.0558194	0.0310934
4187503	0.00920653	-0.0579163	0.0321461
4187513	0.0102708	-0.0526111	0.0320733
4187523	0.0135969	-0.0473545	0.0300045
4187533	0.0138408	-0.0421568	0.02562
4187543	0.0130788	-0.0380481	0.020137
4187553	0.0123152	-0.0318184	0.0145992
4187563	0.0113652	-0.0255092	0.0122471
4187573	0.0103532	-0.0191739	0.010957
4187583	0.0104117	-0.0149577	0.00978565
4187593	0.0104686	-0.00862026	0.00855947
4187603	0.0117209	-0.00551546	0.00535548
4187613	0.0108366	-0.00347519	0.002051
4187623	0.0120889	-0.000370502	-0.00115275
4187633	0.0120871	0.00175083	-0.00120759
4187643	0.0108917	0.00498331	0.000770211
4187653	0.00875401	0.00497913	0.000642061
4187663	0.00774729	0.00495076	-0.000483871
4187673	0.00774467	0.0081327	-0.000566006
4187683	0.0088098	0.0123773	-0.000611424
4187693	0.00993896	0.0144743	-0.00166392
4187703	0.0108837	0.014529	0.000523925
4187713	0.0107586	0.0156425	0.00262034
4187723	0.0128332	0.0167335	0.00378287
4187733	0.013839	0.0178226	0.0048815
4187743	0.0117635	0.0177921	0.00369155
4187753	0.0106957	0.0167295	0.00365484
4187763	0.0117015	0.0178185	0.00475347
4187773	0.0127685	0.0199418	0.00476277
4187783	0.0106903	0.0230932	0.00349069
4187793	0.00754344	0.0262426	0.00215447
4187803	0.00534117	0.0294467	0.00300634
4187813	0.00521529	0.0316206	0.00507534
4187823	0.00634611	0.0315964	0.00407743
4187833	0.0043335	0.030479	0.00185299
4187843	0.00445771	0.0304261	-0.000270844
4187853	0.00445688	0.0314867	-0.000298262
4187863	0.00332522	0.0325718	0.00067234
4187873	0.00219154	0.035778	0.00158811
4187883	0.00105906	0.0379235	0.00253117
4187893	0.00225282	0.0368123	0.000498891
4187903	0.00451624	0.0346423	-0.00144219
4187913	0.00665379	0.0346465	-0.00131416
4187923	0.0044533	0.0357293	-0.000407696
4187933	0.00124443	0.038905	-0.000681996
4187943	0.000298858	0.0399109	-0.00289714
4187953	-0.00046134	0.0418983	-0.00832546
4187963	-9.07183e-05	0.0438614	-0.0147517
4187973	9.64403e-05	0.0427217	-0.0179102
4187983	-0.000785232	0.0415798	-0.0211326
4187993	-0.00179017	0.0394301	-0.0222038
4188003	-0.000720501	0.0383717	-0.0221125
4188013	-0.00179017	0.0394301	-0.0222038
4188023	-0.00172734	0.0383432	-0.0232384
4188033	-0.00279248	0.0340986	-0.0231929
4188043	-0.00159872	0.0329874	-0.0252254
4188053	-0.000404	0.0308154	-0.0272305
4188063	0.00079155	0.0275828	-0.0292082
4188073	0.000918269	0.0243483	-0.0312499
4188083	-0.000396967	0.0223303	-0.0270115
4188093	-0.00284123	0.0182154	-0.0217205
4188103	-0.00308692	0.0151391	-0.0173907
4188113	-0.00107098	0.012014	-0.0150567
4188123	-6.33001e-05	0.0109818	-0.0139034
4188133	-0.00113201	0.0109798	-0.0139674
4188143	-0.00232065	0.00572729	-0.0117707
4188153	-0.00237823	0.000450373	-0.010572
4188163	-0.00243771	-0.0027051	-0.00942791
4188173	-0.00350642	-0.00270712	-0.00949192
4188183	-0.00143278	-0.000555396	-0.00835669
4188193	0.0007056	-0.00161195	-0.00820136
4188203	0.00177979	-0.00797367	-0.00797307
4188213	0.00178421	-0.0132768	-0.00783634
4188223	0.00172389	-0.0153718	-0.00671959
4188233	0.00279176	-0.014309	-0.00668287
4188243	0.00172126	-0.0121899	-0.00680172
4188253	0.000716209	-0.0143396	-0.00787294
4188263	0.000718832	-0.0175214	-0.0077908
4188273	0.00285637	-0.0175172	-0.00766265
4188283	0.00612581	-0.0185982	-0.00850523
4188293	0.00713408	-0.0206909	-0.00732458
4188303	0.00392962	-0.0228184	-0.00746179
4188313	0.0018568	-0.0260308	-0.00856984
4188323	0.00179565	-0.027065	-0.0074805
4188333	0.00500274	-0.0281196	-0.00726104
4188343	0.00613189	-0.0260226	-0.00831366
4188353	0.00637937	-0.0250674	-0.0125886
4188363	0.00644219	-0.0261544	-0.0136234
4188373	0.00650609	-0.0283021	-0.0146306
4188383	0.00644493	-0.0293363	-0.0135412
4188393	0.00519073	-0.0303198	-0.010392
4188403	0.00292909	-0.0302712	-0.00839615
4188413	0.000852823	-0.0292411	-0.00961363
4188423	0.00192165	-0.0292391	-0.00954962
4188433	0.0029912	-0.0302975	-0.00945807
4188443	0.00418496	-0.0314089	-0.0114906
4188453	0.00531495	-0.0303726	-0.0125158
4188463	0.00512874	-0.0302935	-0.00933003
4188473	0.00393498	-0.0291822	-0.00729764
4188483	0.00393581	-0.0302428	-0.00727022
4188493	0.00387466	-0.0312771	-0.006181
4188503	0.00494337	-0.031275	-0.00611699
4188513	0.0070188	-0.0312445	-0.00492704
4188523	0.00802648	-0.0322767	-0.00377369
4188533	0.00796521	-0.033311	-0.00268447
4188543	0.00677049	-0.031139	-0.000679374
4188553	0.00683093	-0.0290442	-0.00179601
4188563	0.00582242	-0.0269513	-0.00297666
4188573	0.00789797	-0.0269208	-0.00178671
4188583	0.0100355	-0.0269166	-0.00165856
4188593	0.00997162	-0.0247691	-0.00065136
4188603	0.00663936	-0.0226014	0.00122559
4188613	0.00556886	-0.0204822	0.00110674
4188623	0.00449741	-0.0173023	0.000960708
4188633	0.00550234	-0.0151526	0.00203192
4188643	0.00330269	-0.0151303	0.00296581
4188653	0.00342524	-0.0130618	0.000787139
4188663	0.00367165	-0.0110459	-0.00351524
4188673	0.00266314	-0.00895309	-0.00469589
4188683	0.00260019	-0.00786602	-0.00366127
4188693	0.0014677	-0.00572062	-0.00271833
4188703	0.000334978	-0.00357497	-0.00177515
4188713	0.00253558	-0.00465786	-0.00268149
4188723	0.00467396	-0.00571442	-0.00252616
4188733	0.00561774	-0.00459909	-0.000365615
4188743	0.00674856	-0.00462329	-0.00136352
4188753	0.00794148	-0.00467396	-0.00342333
4188763	0.00699508	-0.00260746	-0.0056659
4188773	0.00693381	-0.00364161	-0.00457668
4188783	0.00687087	-0.00255466	-0.00354207
4188793	0.00787771	-0.00252628	-0.00241613
4188803	0.00567627	-0.0003829	-0.00153697
4188813	0.00567448	0.00173843	-0.0015918
4188823	0.00561237	0.00176477	-0.000529885
4188833	0.00668025	0.00282753	-0.000493169
4188843	0.00567365	0.00279903	-0.0016191
4188853	0.00573575	0.00277269	-0.00268102
4188863	0.00573575	0.00277269	-0.00268102
4188873	0.00674319	0.00174057	-0.00152779
4188883	0.00686729	0.00168788	-0.00365162
4188893	0.00686729	0.00168788	-0.00365162
4188903	0.00680447	0.00277483	-0.002617
4188913	0.0066793	0.00388813	-0.000520587
4188923	0.00673974	0.00598311	-0.00163722
4188933	0.00680089	0.00701737	-0.00272644
4188943	0.00667667	0.00707006	-0.000602603
4188953	0.00762057	0.00818551	0.00155783
4188963	0.00661385	0.00815701	0.000431895
4188973	0.00466251	0.00807381	-0.00288188
4188983	0.00472355	0.00910807	-0.00397122
4188993	0.00673616	0.0102257	-0.00174665
4189003	0.00667489	0.00919127	-0.000657439
4189013	0.00573218	0.00701523	-0.00279045
4189023	0.00365758	0.00592422	-0.0039531
4189033	0.0026499	0.00695646	-0.00510633
4189043	0.00252497	0.00806975	-0.00300992
4189053	0.00346863	0.00918508	-0.000849485
4189063	0.0045383	0.0081265	-0.000758052
4189073	0.00573134	0.00807583	-0.00281787
4189083	0.00673974	0.00598311	-0.00163722
4189093	0.00567007	0.00704157	-0.00172853
4189103	0.00353253	0.00703752	-0.00185657
4189113	0.00359559	0.00595057	-0.00289118
4189123	0.00246549	0.00491416	-0.00186586
4189133	0.00139499	0.00703335	-0.00198472
4189143	0.000388265	0.00700498	-0.00311065
4189153	0.00372052	0.00483716	-0.0049876
4189163	0.00372231	0.00271595	-0.00493288
4189173	0.00164771	0.0016247	-0.00609565
4189183	-0.0016216	0.00270569	-0.00525308
4189193	-0.00168371	0.00273204	-0.00419116
4189203	-0.00269043	0.00270355	-0.00531709
4189213	-0.00262749	0.00161648	-0.00635171
4189223	-0.00155866	0.00161862	-0.00628769
4189233	0.00259483	-0.00150228	-0.00382555
4189243	0.00467217	-0.00359309	-0.00258088
4189253	0.00259757	-0.00468421	-0.00374341
4189263	-0.0015533	-0.00474524	-0.00612342
4189273	-0.00356591	-0.00586271	-0.00834799
4189283	-0.00356507	-0.00692332	-0.00832057
4189293	-0.00249457	-0.00904262	-0.00820184
4189303	0.00172043	-0.0111293	-0.00682914
4189313	0.00278914	-0.0111271	-0.00676501
4189323	0.000712752	-0.010097	-0.00798237
4189333	-0.00368381	-0.0132344	-0.00603259
4189343	-0.00481474	-0.0132099	-0.00503469
4189353	-0.00374687	-0.0121473	-0.00499797
4189363	-0.000478506	-0.0121676	-0.00586784
4189373	0.00178504	-0.0143375	-0.00780892
4189383	0.000717044	-0.0154002	-0.00784552
4189393	-0.000411987	-0.0174971	-0.0067929
4189403	-0.000286937	-0.0186105	-0.00888944
4189413	0.000905991	-0.0186611	-0.0109493
4189423	-0.00028789	-0.0175498	-0.00891674
4189433	-0.00248659	-0.0185883	-0.00795555
4189443	-0.00141776	-0.0185862	-0.00789154
4189453	0.00166619	-0.0206486	-0.00552094
4189463	0.0027349	-0.0206465	-0.00545681
4189473	0.000784516	-0.0217903	-0.00874329
4189483	-0.0023607	-0.0207622	-0.0100247
4189493	-0.00135481	-0.0196731	-0.00892603
4189503	0.000784516	-0.0217903	-0.00874329
4189513	0.000786304	-0.0239116	-0.00868857
4189523	0.00179386	-0.0249438	-0.00753522
4189533	0.00387025	-0.0259739	-0.00631785
4189543	0.00481653	-0.0280404	-0.00407529
4189553	0.00362551	-0.030111	-0.00196064
4189563	0.00325477	-0.0320741	0.00446558
4189573	0.0039537	-0.0350957	0.0109832
4189583	0.004776	-0.0371095	0.0153497
4189593	0.00458801	-0.0349091	0.0184807
4189603	0.00333214	-0.0337714	0.0215751
4189613	0.00113249	-0.0337491	0.022509
4189623	-0.00207305	-0.0348159	0.0223441
4189633	-0.00207222	-0.0358766	0.0223715
4189643	0.000125885	-0.0337776	0.0213829
4189653	0.00125575	-0.0327413	0.0203577
4189663	0.00131786	-0.0327677	0.0192958
4189673	0.00244784	-0.0317314	0.0182706
4189683	0.00363982	-0.0307213	0.0161834
4189693	0.00382519	-0.0297399	0.0129703
4189703	0.0038873	-0.0297662	0.0119084
4189713	0.00489223	-0.0276166	0.0129795
4189723	0.0037595	-0.025471	0.0139227
4189733	0.00262785	-0.0243859	0.0148933
4189743	0.00595653	-0.0223113	0.0129068
4189753	0.00815535	-0.0212729	0.0119455
4189763	0.00714767	-0.0202407	0.0107921
4189773	0.00406206	-0.016057	0.00836682
4189783	0.00317776	-0.014017	0.00506222
4189793	0.00437057	-0.0140676	0.00300241
4189803	0.00550067	-0.0130312	0.00197709
4189813	0.00757515	-0.0119401	0.00313973
4189823	0.00644338	-0.0108552	0.00411022
4189833	0.00757253	-0.00875831	0.0030576
4189843	0.00763285	-0.00666332	0.00194097
4189853	0.00882399	-0.0045929	-0.000173569
4189863	0.00800085	-0.00151837	-0.00456738
4189873	0.00800085	-0.00151837	-0.00456738
4189883	0.00686908	-0.000433445	-0.00359678
4189893	0.00674498	-0.000380754	-0.00147295
4189903	0.00655794	0.000759006	0.00168538
4189913	0.00643277	0.00187242	0.0037818
4189923	0.00542617	0.00184393	0.00265586
4189933	0.00655615	0.00288033	0.00163066
4189943	0.00875401	0.00497913	0.000642061
4189953	0.009884	0.00601566	-0.000383139
4189963	0.0110158	0.00493062	-0.00135362
4189973	0.00887728	0.00598717	-0.00150919
4189983	0.00774467	0.0081327	-0.000566006
4189993	0.00560617	0.00918913	-0.000721455
4190003	0.00566924	0.00810218	-0.00175595
4190013	0.00567102	0.00598097	-0.00170124
4190023	0.00454009	0.00600529	-0.000703335
4190033	0.00673878	0.00704372	-0.00166452
4190043	0.00893664	0.00914264	-0.00265324
4190053	0.0110743	0.00914681	-0.00252509
4190063	0.00981927	0.00922382	0.000596642
4190073	0.00768173	0.00921965	0.000468493
4190083	0.00566924	0.00810218	-0.00175595
4190093	0.00579333	0.00804949	-0.00387979
4190103	0.00585186	0.0122657	-0.00505114
4190113	0.000562191	0.0217746	-0.00667953
4190123	-0.00157273	0.0185887	-0.00672555
4190133	0.0015173	0.00910187	-0.00416338
4190143	0.00573397	0.0048939	-0.00273573
4190153	0.00585806	0.00484121	-0.00485957
4190163	0.00371969	0.00589788	-0.00501502
4190173	0.00252581	0.00700915	-0.0029825
4190183	0.00466335	0.0070132	-0.00285447
4190193	0.00585628	0.00696254	-0.00491428
4190203	0.00591934	0.00587547	-0.0059489
4190213	0.00592101	0.00375414	-0.00589418
4190223	0.00491524	0.00266516	-0.0069927
4190233	0.0047884	0.00589991	-0.004951
4190243	0.00686204	0.00805163	-0.00381577
4190253	0.00793266	0.00593245	-0.00369704
4190263	0.00894201	0.00277889	-0.00248897
4190273	0.00793612	0.00168991	-0.0035876
4190283	0.00466692	0.00277066	-0.00274503
4190293	0.00353432	0.00491619	-0.00180185
4190303	0.00460386	0.00385761	-0.00171053
4190313	0.00359821	0.00276864	-0.00280905
4190323	0.00259042	0.00380087	-0.0039624
4190333	0.00259042	0.00380087	-0.0039624
4190343	0.00259042	0.00380087	-0.0039624
4190353	0.00258958	0.00486147	-0.0039897
4190363	0.00252843	0.00382721	-0.00290048
4190373	0.00353694	0.00173438	-0.00171983
4190383	0.0056771	-0.00144351	-0.00150967
4190393	0.00473416	-0.00361943	-0.0036428
4190403	0.00272083	-0.0036763	-0.00589466
4190413	0.00171423	-0.00370479	-0.00702071
4190423	0.00152791	-0.00362563	-0.00383496
4190433	0.000397086	-0.00360131	-0.00283706
4190443	-0.00167751	-0.00469244	-0.00399959
4190453	-0.00161457	-0.00577939	-0.00503421
4190463	-0.00161374	-0.00683999	-0.00500679
4190473	-0.00274467	-0.00681579	-0.00400889
4190483	-0.00393748	-0.00676513	-0.00194907
4190493	-0.00179815	-0.00888228	-0.00176632
4190503	-0.000603557	-0.0110542	-0.00377142
4190513	-0.00267899	-0.0110847	-0.00496137
4190523	-0.00381064	-0.00999975	-0.00399077
4190533	-0.00381064	-0.00999975	-0.00399077
4190543	-0.00255477	-0.0111375	-0.0070852
4190553	-0.00148594	-0.0111353	-0.00702119
4190563	-0.000417233	-0.0111333	-0.00695717
4190573	-0.00148594	-0.0111353	-0.00702119
4190583	-0.00255561	-0.0100769	-0.0071125
4190593	-0.00267899	-0.0110847	-0.00496137
4190603	-0.00167143	-0.0121168	-0.00380802
4190613	-0.00179636	-0.0110035	-0.00171161
4190623	-0.00381064	-0.00999975	-0.00399077
4190633	-0.00161099	-0.0100219	-0.00492465
4190642	0.00159621	-0.0110765	-0.00470531
4190652	0.000591278	-0.0132262	-0.00577652
4190662	-0.000351787	-0.0154022	-0.00790954
4190672	-0.000413775	-0.0153759	-0.00684762
4190682	0.000592113	-0.0142869	-0.00574911
4190692	0.00266755	-0.0142562	-0.00455904
4190702	0.000469685	-0.0163553	-0.00357056
4190712	0.000345588	-0.0163026	-0.00144672
4190722	0.000344634	-0.015242	-0.00147402
4190732	0.0003438	-0.0141814	-0.00150144
4190742	0.00128853	-0.0141267	0.000686407
4190752	0.00342786	-0.0162437	0.000869274
4190762	0.00462246	-0.0184157	-0.00113583
4190772	0.00254607	-0.0173854	-0.00235307
4190782	0.000344634	-0.015242	-0.00147402
4190792	-0.00286257	-0.0141876	-0.00169349
4190802	-0.00185406	-0.0162803	-0.000512838
4190812	0.000222325	-0.0173105	0.000704527
4190822	0.00129032	-0.0162479	0.000741124
4190832	0.00128853	-0.0141267	0.000686407
4190842	0.000219703	-0.0141287	0.000622392
4190852	-0.00405979	-0.00883377	0.000229478
4190862	-0.0129302	0.00294864	0.00472581
4190872	-0.00970244	-0.00614059	0.0232809
4190882	0.000335574	-0.0287136	0.0543213
4190892	0.00866342	-0.0429903	0.077581
4190902	0.00790143	-0.0388815	0.0720978
4190912	0.00492024	-0.0277766	0.0492402
4190922	0.004017	-0.019823	0.0276548
4190932	0.00463331	-0.0147835	0.0168989
4190942	0.00695539	-0.0127372	0.0137863
4190952	0.00808525	-0.0117009	0.0127611
4190962	0.00820851	-0.010693	0.0106099
4190972	0.00512469	-0.00863063	0.00823927
4190982	0.00204062	-0.00656819	0.00586855
4190992	0.002226	-0.00558662	0.00265539
4191002	0.00561857	-0.0056597	-0.000338316
4191012	0.00681067	-0.00464964	-0.00242543
4191022	0.00574017	-0.00253046	-0.00254416
4191032	0.00467134	-0.00253248	-0.00260818
4191042	0.00378704	-0.000492454	-0.00591266
4191052	0.00384831	0.000541806	-0.007002
4191062	0.00372314	0.00165534	-0.00490558
4191072	0.00573659	0.00171208	-0.00265372
4191082	0.0066793	0.00388813	-0.000520587
4191092	0.008816	0.00495279	-0.000419855
4191102	0.00774729	0.00495076	-0.000483871
4191112	0.00567269	0.00385964	-0.00164652
4191122	0.00359726	0.00382924	-0.00283647
4191132	0.00252843	0.00382721	-0.00290048
4191142	0.00365841	0.0048635	-0.00392568
4191152	0.00478745	0.00696051	-0.0049783
4191162	0.003654	0.0101668	-0.00406253
4191172	0.00460041	0.00810015	-0.00181997
4191182	0.00667763	0.00600946	-0.000575304
4191192	0.00573313	0.00595462	-0.00276315
4191202	0.00365484	0.00910604	-0.00403523
4191212	0.00151563	0.0112232	-0.0042181
4191222	0.00258517	0.0101647	-0.00412655
4191232	0.00484776	0.00905526	-0.00609505
4191242	0.00497019	0.0111239	-0.0082736
4191252	0.00270677	0.0132937	-0.00633252
4191262	0.00157499	0.0143787	-0.00536203
4191272	-0.00270104	0.0154312	-0.00564551
4191282	-0.00716233	0.015502	-0.00271595
4191292	-0.00716233	0.015502	-0.00271595
4191302	-0.00395596	0.0155082	-0.00252378
4191312	-0.00175631	0.015486	-0.00345767
